price,bedrooms,bathrooms,floors
743000,3,1.75,1
338000,4,1.5,1
332000,3,1.75,1
563225,3,1,1.5
1150000,4,3.5,2
645000,2,1,1
739000,3,2.5,2
435000,3,2.5,2
995000,3,2.25,2
520000,4,2.75,1
400000,4,2.5,2
440000,3,1.75,1
440000,3,1.5,1
738000,3,1,1
250000,3,1.5,1
338150,4,2.25,2
425000,3,2.25,1
883000,4,2.5,2
510000,3,2,1.5
950000,4,1.75,1
435000,3,1,1
415000,5,1.5,1
439000,2,2.5,2
295832,5,1,1
285000,3,1.75,1
350000,3,1.5,1
489000,2,2.75,2
304500,3,2.25,1
288000,3,1.5,1
417000,3,1.75,1
615000,3,3,2
730000,5,3.5,2
178500,2,1,1
300000,4,2,1
415000,4,2.5,1
452500,3,1.75,1
1010000,4,2.75,1
653000,4,2.5,2
715000,4,2.25,1
541000,3,1.75,1.5
245000,4,1.5,1.5
547000,2,1,1.5
750000,5,2.75,1
575000,5,2.5,1
216000,3,1.75,1
443000,3,1.75,1
257700,4,2.25,2
278000,3,1,1
300000,3,2.5,2
269100,3,2.5,2
402500,3,1,1.5
306888,2,1.5,2
795000,4,2.5,2
525000,4,2.5,2
1050000,3,2.5,2
452000,2,1,1
350000,3,2.25,2
410000,4,2.5,2
595000,3,1.75,1.5
499000,3,2.5,2
340000,4,2.5,2
1065000,5,3.25,2
460000,4,3,2
345000,4,2.5,2
280500,3,2.25,2
704000,3,1,1.5
545000,3,2.5,2
335000,3,1.5,1
1325000,4,3,1
420000,3,2.75,1
705000,4,2,1
274900,4,1.75,1
499950,4,2.5,2
415250,3,1.5,1
222000,3,1,1
375000,3,2,1
300000,3,2.5,2
456700,3,1.75,1
925500,3,2.75,1.5
375000,5,2.5,1
420000,3,2.5,2
575000,3,2.5,2
335000,3,2,1
428000,4,2,1
655000,4,2.5,1
738000,3,3,2
415000,5,1.75,1
392000,3,1,1
555000,2,1,1
260000,3,2.5,2
392500,3,1,1.5
912000,3,2.5,2
135000,2,1,1
500000,3,2.75,1
238000,3,1.5,1
251000,4,2,1
406500,2,1.75,2
433495,4,2.25,2
265000,3,2.25,1
360000,3,1.75,1
425000,4,1,1
450000,2,2.75,1
449900,3,1.75,1
345000,4,2.5,2
612500,4,2,1
317000,3,1.75,1
585000,3,1.5,1.5
455000,3,1.75,1
1035000,4,4,2
497000,4,2.25,2
226750,3,1.75,1
385000,4,2,1
205000,3,0.75,1
745000,4,2.5,2
371000,4,2.5,2
545000,4,2.5,2
443000,3,1,1.5
287000,2,1,1
194000,3,1,1
265000,3,1,1
1135000,4,2.75,1
699950,4,3.25,2
433000,4,1,1.5
200000,2,1.75,1
289571,3,1.5,1
440000,4,2.75,1
400000,3,1.5,1
589000,4,2.5,2
850000,5,2.25,2
520000,3,1,1.5
555000,2,2.25,2
470000,3,2.5,2
207000,2,1.5,2
379750,4,2.75,1
709000,4,1.75,1
240000,3,2.5,1
445500,4,1.5,1
1308000,5,2.5,1
210000,3,1.5,1
603000,4,2.5,2
720000,3,2.5,2
92000,2,1,1.5
600000,3,1.75,2
725000,4,2.5,1
409950,5,2.25,1
515000,3,2.5,2
495000,4,2.5,1
998000,4,2.25,2
630000,3,1.75,1
410000,3,1.75,1
602000,3,2.25,1
750000,4,2.75,1
711600,4,3,2.5
1050000,4,4,2
700500,3,2.5,2
710000,4,2.5,2
250000,3,2,1
350000,4,1.75,1
475000,7,3.5,1
200000,2,1,1
450000,4,2.25,1
316000,5,2.5,2
310000,1,1,1
392000,3,1.5,1
521000,3,3.25,3
495000,2,2,1
209000,3,1.75,1
809950,4,2,1.5
400000,2,1.75,1
415000,4,2.5,1
411000,4,2,2
825000,2,2,1
436000,3,2.25,3
460000,4,2.5,2
281000,3,1,1
976000,4,1.5,1
485000,4,2.5,2
429000,3,2.5,2
729000,3,2.5,2
625000,3,2.5,2
218500,3,1.75,1
175000,3,1,1
442500,3,1,1
480000,3,2,2
715500,3,2.25,1
432500,3,1.75,1
875000,5,4.25,2
605000,5,2.75,2
1688000,4,4,3
318000,3,2.25,1
311300,2,1,1
325000,5,2.75,1
795000,5,3.5,2
558000,4,2.25,1
370000,4,2.5,2
598850,4,2.5,2
515700,3,2.5,2
458000,3,2.5,2
583500,3,2.25,2.5
653750,4,2.5,2
299000,3,2.5,2
532000,5,3,1
819000,3,2.75,2
945000,4,2.25,1
608700,4,2.5,1
812000,4,2,1
464000,5,2.5,1
950000,4,2.5,2
700000,4,2.5,2
435000,3,1,1
229500,3,1.5,1
1575000,3,3,1.5
265000,3,2.25,1
995000,2,2,1
590000,3,2.5,1
740000,4,2.75,2
360000,2,0.75,1
548500,4,2,1
599000,3,1.75,1
615000,3,1.75,1
292000,3,1.75,1
899000,4,2.5,2
500000,3,1.5,1
580000,3,2.5,1.5
580000,4,2.5,2
594000,3,1,1
500000,3,2.5,1
550000,4,2.5,1
275000,3,1.75,1
390000,3,2.25,2
1250000,3,3,2.5
250000,3,2.25,2
405000,2,2.5,2
213950,3,1,1
232000,3,1.5,1
207000,3,1,1
310000,3,1.75,1
540000,3,2.5,3
750000,4,1.5,1.5
392500,4,2.5,2
305000,5,2.5,1
735000,3,2.5,2
575000,4,2.5,2
175000,2,1,1
291000,4,2.5,2
791500,4,2.5,2
475000,3,2,1
238950,2,1,1
470000,3,3.5,2
420000,4,1.75,1
440000,3,2.5,2
656000,4,1.75,1.5
559950,3,2.5,2
600000,2,2,1
255000,3,1,1
210750,4,1.5,1.5
485000,4,1,1.5
390000,3,2.5,2
405000,3,2.5,1
462500,4,1,1.5
435000,4,2.25,1
440000,3,2.5,2
299950,3,1.75,1
440000,2,1.5,2
312620,3,2.5,1
372500,3,1.5,1
297262,3,2.5,2
735000,4,3,1
430000,3,1.5,2
241000,2,1.75,1.5
201000,3,1,1
570000,2,1,1
538000,4,1.75,1
729000,3,2.5,2
331500,4,1.75,1
110700,2,1,1
245000,3,2,1
427000,3,1.75,1
650500,4,1.75,1
335900,2,1,1
535000,2,2,1.5
360000,5,2,1
294900,3,2.25,1
460000,2,1,1
1769000,4,3.5,2
463000,2,1,1
332000,5,1.5,1
199500,4,2,1
247000,4,2,1
442500,4,2.5,2
600000,3,2,1
449000,3,2.5,2
725000,4,1,1.5
215000,3,1,1
582500,2,1.75,1
305000,4,2.25,2
734000,4,2.75,2
300000,3,2,1
525888,5,1.75,1
711000,4,2.5,1.5
360000,3,1.75,1
357000,5,2.5,2
235000,3,1.75,1
550000,3,1.75,1
324000,3,1,1
420000,3,2,1
450000,4,2.5,2
825000,5,3.5,2
272000,4,2.25,2
481000,3,2,1.5
500000,3,1,1
448000,2,1.5,1
480000,2,2,1
475000,3,2.5,2
472500,2,2.25,2
291000,4,2.25,1
294000,2,1,1
1013050,4,2.5,1
442500,3,2.5,2
170000,2,1,1
1582500,4,2.5,1
665000,3,2.25,2
1610000,5,4.5,3
675000,2,1.75,1
279900,2,1.75,1
875000,4,1.5,1.5
571000,3,2.5,2
320000,3,1,1.5
525000,3,2.5,1
1650000,8,2.75,1
137900,3,1.75,1
440000,3,2.25,2
360000,3,1,1
271000,4,1.5,1
465000,6,3.25,1
280000,4,2.5,2
283000,2,1,1
411500,3,1,1
282000,3,2.25,1
535000,3,2.5,2.5
554729,4,2.5,2
868000,4,2.5,2
427000,3,2.5,1
455000,4,1.75,1
595000,2,1.75,1
400000,4,2.5,2
770000,4,2.5,2
742500,4,2.75,2
1250000,4,2.5,1
375000,3,2,1
1557600,4,2.5,2
545000,4,2,1
1050000,4,3.25,2
1565000,3,1.75,1
178000,4,1.5,1.5
262500,3,1.75,1
730000,3,1.75,1.5
395000,5,1.75,1
355000,3,1,1
299990,3,2.5,2
1125000,4,3.25,1.5
425000,4,2.25,2
349000,2,1,1
554950,4,1.75,1
326000,6,3,1.5
580000,4,1.75,1
699000,3,2.5,2
757000,3,2.75,1
335000,3,1.75,1
660000,3,2,1
540000,4,2.75,2
320000,5,2.25,2
280000,3,2.5,2
324000,3,2,1
300000,3,1,1
360000,3,1.75,2
600000,3,2.5,2
950000,4,1.75,1
599950,3,3.25,3
190000,4,1,1
350000,4,1.75,1
522000,3,1,1.5
850000,3,2.5,2
308000,3,1,1
1020000,6,2.25,2
397500,3,1,1.5
186000,3,1.75,1
436500,5,3,1
710000,3,2,1
1378600,5,3.25,2
450000,3,2.25,1
375000,4,2.75,1
315000,2,1,1
467500,3,1,1.5
330000,3,1,1
665000,3,2.5,1.5
760000,4,3.25,3
469000,3,1.75,2
408000,3,3,2
851000,3,2.75,1
410000,2,2,1
235000,2,1,1
207100,2,1,1
560000,4,2.5,1
903000,3,2.75,2
998500,3,1.75,2
268500,4,1.75,1.5
494950,2,1.75,1
1130000,4,2.5,2
250000,3,2,1
449000,4,1.75,1
1225000,3,2.25,1
325000,4,2,1
506000,5,3,1
751000,4,2.5,2
280000,3,2.5,2
1120000,4,2.25,2
580000,3,1.75,1
665000,4,2.25,1
450000,4,2.5,2
389900,4,1,1.5
427000,3,1,1
265000,3,1.75,1
398000,3,1.5,2
354000,6,3.5,2
339950,4,2.5,2
399000,2,1,1
325000,2,2,1
998800,3,2,1
350000,4,2.5,1.5
1000000,4,1.75,1
561000,3,2.5,2
245000,2,1,1
570000,2,1,1
845000,4,3,1.5
314500,4,2.5,2
650000,3,1.75,1
298000,2,1,1
500000,2,1,1
870000,4,2.5,2
299000,2,1,1
527000,3,2.25,1
420000,3,1,1
290000,3,2.5,2
1662000,4,2.75,1
499990,3,1.75,1
315000,3,1.75,1
425000,4,2.25,2
630000,3,2.5,2
365000,3,1.75,1.5
774000,4,2.75,2
368888,3,1.5,1
339500,4,2.5,2
344950,4,1.75,1
450000,3,2,1
814950,4,2.75,2
299900,4,2.5,2
315000,3,2,1
880000,3,1.75,1
195000,3,1.5,1
910000,5,2.75,2
540000,5,2.5,2
306000,3,2.5,2
272000,4,2.25,1
1295000,5,3.5,2
450000,3,1.75,1
450000,3,2.5,2
310000,4,1,1.5
530000,2,2.25,1
435000,4,2.5,2
485000,3,2,1
690000,3,1.5,2
305000,4,2.5,2
300000,3,1.75,1
289950,4,3,1
575000,3,2.5,2
1820000,4,4.5,2
219000,3,1.5,1
265000,4,3,1
1105000,5,3.25,2
200000,3,1,1
545000,4,2.75,1
378000,3,2.5,2
388000,2,1.75,1
425000,4,2.25,1
536000,2,1.5,2
1175000,3,2.5,1
629950,3,2.5,2
465000,4,1.75,1
545000,4,2.25,1
592000,4,2.5,2
446000,4,2,1
375000,3,2.5,3
632500,5,2.5,2
459950,4,1.75,1
485000,4,2.5,2
255000,3,1,1
251750,3,2,1
725000,3,2.5,2
460000,3,3.25,3
625000,3,2.5,1
530000,3,1.75,1
394950,3,2.5,2
324950,4,1.75,1
330000,3,2.25,2
220000,4,1.75,1
685000,3,3.25,2
500000,3,2.25,1
368000,4,2.75,1
825000,3,2.25,2
660000,6,1.75,1
253000,3,1.75,1
392500,4,2.75,1
605000,3,1.75,2
215000,3,1,1
650000,4,2.5,2
877500,4,2,2
232500,3,1,1
234000,2,2,2
380000,3,1.75,1
420000,5,2.25,1
399950,3,1,1
256750,3,2.5,1
535000,3,2.5,2
515000,3,2,2
770000,4,1.75,1
256000,3,2.5,1
489900,3,1,1
165000,3,1.5,1
220000,3,1.5,1
575000,4,2.5,2
375000,3,2.5,2
422250,3,1.75,2
420000,3,1.75,1
608000,4,2.5,2
620000,3,2.25,1.5
850000,3,2.5,2
463000,4,2.5,1
750000,5,1.75,1
1070000,3,3.25,2
290000,3,2,1
525000,4,1.75,1
319000,3,2.25,2
592500,6,4.5,2
350000,3,2.5,2
454900,3,1.75,1
272000,4,2.25,2
357500,3,1,1
285000,3,1.75,1
280000,4,2,1
477000,4,1.5,1
750000,3,2.25,2
595000,4,2.5,2
525000,3,2.25,3
319000,3,1.75,1
225000,3,2,1
485000,4,2.5,1
341000,3,1,1.5
674000,3,3.25,2
442250,3,2.5,2
591000,4,2.25,2
276000,3,2,1
394000,3,2.5,1
355000,3,2.5,1
260000,3,2.5,1
300000,3,2.75,1
310000,3,2.75,1
209000,3,1,1
344950,3,2,1
230000,5,2,1
336950,3,1.75,1
700000,3,2.75,1
230000,3,2,1
443500,4,2.5,2
471000,4,2.5,2
595000,3,2.25,1
470000,3,1,1.5
600000,4,1.75,1
1381000,4,3.75,2.5
427800,3,1.75,1
445000,4,2,1
382000,3,1.75,1
577000,3,1.5,1
427000,3,2.5,2
255000,3,1,1
240000,3,1,1
1234580,5,3.25,1.5
435000,4,1.75,1
1450000,3,1.75,1
425000,4,3,2
393000,2,1,1
264950,4,1,1
746500,4,2.5,2
450000,3,1,1
229950,3,2,1
425000,2,1,1
2555000,4,2.5,2
1400000,4,3.5,1.5
753000,3,2.25,2
310000,2,1,1
395000,2,1,1
725000,3,2.5,1
295000,4,3,2
225000,3,1.75,1
1699000,3,3.25,3
431000,3,2.25,1
358500,3,2.5,1
595000,2,1,1
468000,4,2.5,2
260000,4,1,1
375000,3,2,1.5
295000,3,2.5,2
403900,4,2.5,1
269950,3,1.75,1
640000,3,3.5,2
221000,3,1,1
255000,3,1.75,1
300000,4,2.5,2
270000,3,2.25,1
575000,4,1.75,1
246900,3,1.5,1
635000,2,2.5,2
450000,3,2,1
215000,3,1,1
785000,3,3.5,2
522500,4,3,1
150000,2,1.5,2
199950,2,1.75,1
3000000,4,4.25,2
379900,3,2,2
950000,4,2.5,2
865000,6,2.75,2
785000,3,1.75,1
245700,3,2.25,1
951000,3,2.25,1
499950,3,1.75,1
257000,3,1.75,1
549000,3,2,1.5
1600000,3,2.75,2
1400000,5,3.75,3
619000,3,2,1.5
311000,5,3,1
600000,5,2.25,1
1080000,4,3.5,2
436000,2,1,1
205000,2,1,1
514000,3,2.25,1
530000,2,2.5,2
511000,5,2.5,2
2100000,4,1.75,2
370000,5,2.5,2
500000,4,1.75,1
710000,4,2.5,2
270000,1,1,1
415000,3,1.75,1.5
1800000,5,4.5,2
236000,3,1.75,1
278000,2,2.5,2
312000,3,2.25,1
539000,3,2.25,1
498000,3,3,2
857000,4,3,2
780000,3,1.75,1
650000,3,2,1
559500,4,1.75,1
219950,2,1,1
671500,4,2.25,2
813000,4,2.5,2
182000,3,2.25,1
203700,2,1,1
740000,4,1.75,1.5
230000,2,1,1
128000,3,1,1
345000,3,1,1
663000,4,2.5,2
329950,3,2.5,2
1047500,3,2.25,3
402300,3,1.75,1
492000,4,2.5,1.5
448000,4,2.5,1
273000,3,1,1
335000,3,1,1
695000,3,3.75,1.5
279000,3,1,1
485000,2,1.75,1
383000,4,2.5,2
490000,4,2.5,2
240000,2,1.5,2
285000,2,1,1
524950,3,1.5,2
729000,4,2.5,2
460000,3,1.75,1
687500,3,1.5,1.5
1168000,5,2.75,1
825000,4,2.25,2
314950,2,2.5,2
470000,3,2,1
500000,3,1.5,1
313000,3,1.5,1.5
445000,2,1,1
300000,4,1.75,1
619500,4,2.5,1.5
305000,3,1.5,1
874000,3,2.5,3
477500,3,2,2
700000,3,2,1
515000,4,3.5,2
590000,4,2.5,2
205000,3,1.75,1
310000,3,3.25,2
442500,2,2.25,2
1078500,4,3.5,2
530000,4,2.5,2
343500,4,1.75,1
334900,4,1.75,1.5
544300,4,1.75,1
370000,3,2.5,2
245000,3,1.75,1
535000,4,1.75,1.5
202000,2,1,1
490000,4,2.25,2
651500,4,1.5,2
270000,4,2.5,1
1164000,3,3.5,2
289000,2,1.5,2
240000,3,1.5,1
790000,3,1.75,1
350000,3,2.25,2
246950,3,3.5,2
400000,3,1,1
533000,4,2.5,2
198400,3,1,1
495000,4,2.5,2
862000,4,2.5,2
870000,4,2.5,2
875000,4,1.75,1
317000,6,3.5,2
325000,4,2.75,2
615000,2,1.5,1.5
334950,4,2.5,2
775000,3,2.5,2
600000,4,2.5,1
565000,3,1.75,1.5
292500,2,1,1
825000,3,2.25,1
495000,3,2.5,2
525000,3,1.5,2
438600,1,1,1
507000,3,2.25,1
275900,3,1.75,1
1170000,4,2.5,2
275000,4,1.75,1
355000,3,0.75,1
233000,4,2,1
666000,3,2.5,1.5
317500,4,2.5,1
420000,4,2,1
290000,4,2,2
320000,3,2,1
650000,3,2.5,2
325000,3,1.75,1
165000,3,1,1
500000,3,1.75,1
443000,4,1.5,1
213400,3,1.5,1
480000,4,1.75,1
275000,4,2.25,1
299880,3,2.5,2
499950,3,3.5,2
1705000,5,3,1
550000,4,2.75,1
300000,4,2.5,2
920000,3,1.75,1
2300000,4,3.25,2
620000,4,2.75,1.5
253500,3,1,1
978000,4,2.75,1.5
387500,4,2.5,2
325000,3,1,1
568000,3,2.5,3
525000,4,2.5,2
560000,3,2.5,2
394000,3,2.5,2
484950,2,1,1
1295000,3,2.75,1
315000,3,2.5,2
590000,4,2.25,1
106000,1,1,1
751000,3,2.5,2
474000,2,1,1
189000,2,2,1
440500,3,2.5,2
1017000,3,2.5,2
589000,2,2,1
273000,3,2.25,2
950000,3,3.25,1
277700,2,1.5,2
299900,3,2.25,2
235000,3,1,1
464000,2,2,2
281000,3,1.75,1
320000,3,1,1.5
282000,4,2,2
745000,4,1.75,1
245000,3,1.75,1
250000,3,1.75,1
470000,3,2.5,2
216650,3,3.5,2
440000,3,1,1
590000,4,2.5,2
935000,5,2.5,1
848000,3,3.5,2
827500,5,4.25,2
1125000,6,3,2
630000,2,2.25,1
340000,5,1,1.5
570000,4,2.75,1
2750000,4,4,2
514500,4,2.5,1
360000,2,1,1
228900,4,1.5,1
660000,3,2.75,2
647000,4,2.5,2
366000,3,1.75,1
354000,5,1.75,1
850000,4,3.5,2
496700,3,2.5,2
300000,3,2,1
390000,3,1,1
350000,3,2.25,2
561000,3,2.25,2
475000,3,1.75,1
275000,3,1.5,2
290000,3,1.75,1
199000,3,2.5,1
279900,4,2.5,2
1655000,4,2.25,2
405000,3,2.5,1
615000,4,2.25,1
268000,3,1.75,1
451000,4,1.5,1.5
850000,2,2.75,1
1180000,5,2.25,2
245000,2,1,1
450000,2,1.75,1
370350,3,3.5,2
543000,3,2.5,3
265000,2,2,1
497000,3,2.5,2
419000,4,2.25,1
545800,4,2.5,2
403000,3,1,1
195000,3,2,1.5
1125000,4,2.5,2
255000,5,1.75,1
500000,2,1.5,1
855000,4,2.75,1
390000,4,2,1.5
339000,3,2,1
1325000,4,3.5,2
429900,4,1.5,1
370900,3,1.5,1
457500,3,1,1
499000,4,2.5,2
225000,2,1,1
615000,3,1.75,1
455000,2,1.5,3
458000,3,1,1
580000,3,2.25,1
966000,5,4.5,2
240000,4,1.75,1
229050,1,1,1
328500,3,2.25,3
319000,3,1.5,1
650000,4,2,1.5
398500,3,2.5,2
250000,1,1,1
815000,3,2,1
1065000,3,2.75,2
510000,3,2.25,2
156000,2,1.75,1
254500,4,2.75,2
760000,3,2.5,1
210000,3,2.5,2
349950,3,2.5,2
676000,3,2,2.5
475000,4,3.5,2
880000,4,2.75,1.5
1209000,4,3.25,2
420000,3,1.5,1
607000,3,1,1
475000,4,1.75,2
395000,2,1.75,1
650000,4,1.75,1
625000,5,2.75,1
849000,3,3,2
429950,3,1.5,1
825000,3,2.5,2
505000,2,1,1
265000,2,1,2
283000,3,1,1
560000,3,2.75,1
765000,4,2.5,2
610000,5,2.75,1
589000,3,2.5,1
192500,3,1,1.5
3200000,3,3.25,1
550000,3,1,1
460000,2,1.5,1.5
264500,4,2.25,1
339000,3,1,1
950000,4,3.5,3
677500,3,1.75,1
690000,4,2.5,2
312000,4,2.25,1
840000,5,1.75,1
357500,3,3.5,2
675000,3,1.5,1
515000,3,2.75,2
491234,4,2.5,2
290000,3,2,1
490000,4,2.5,1
810000,4,2,1
252000,3,1.5,1
299999,3,2.5,2
400000,3,2.75,2
530000,5,2,1.5
357000,3,2,1
365000,3,1.75,1
804000,4,2.5,2
808250,3,2,1
360000,4,2.5,2
240000,3,1.75,1
335000,2,2,1
380000,3,1.75,1
350000,3,1.75,1
194000,3,1,1
310000,3,1,1
315000,3,1.75,1
258950,3,1.75,1
479000,2,2.25,2
510000,5,1.5,1
400000,3,2,1
1450000,4,3.5,2
680000,5,2,1.5
1750000,6,3,2.5
335000,3,1.75,1
460000,5,2.5,1
440000,4,2.25,1
412250,2,2,1
185000,3,1.5,2
286500,3,2,1
422000,4,2.5,2
408000,3,2.25,2
306500,2,1,1
359900,4,2.5,2
560000,3,2.5,2
259875,3,1,1
385000,3,1,1
188000,1,1,1
1142000,4,3.25,1.5
255000,3,1,1
1185000,4,2.75,2
635200,4,1.75,1
355000,3,1.75,2
544000,3,2.5,3.5
402000,3,1.5,2
575000,4,1.5,1.5
216000,3,1.75,1
1200000,4,3.5,2
850000,4,3.25,2
238000,3,2,2
625000,4,1.75,1.5
1110000,5,3.25,2
820000,3,2.5,2
355000,3,2.5,1
495000,4,1.5,1
1300000,5,2.5,2
398750,3,2.5,2
835000,4,2.5,2
705000,6,2.75,1
625000,4,1.5,2
550000,4,2.5,2
540000,3,1.5,1
519000,2,1,1
311000,4,2.5,2
305000,4,2.5,1
395000,4,2.75,1.5
275000,4,1.5,1
450000,3,3.25,2
324000,2,1,1
2795000,5,3.25,2
565000,4,1,1.5
373000,4,1.75,2
613000,2,2,1.5
614000,4,2.25,1
595000,4,1.75,1
440000,2,1,1
425000,3,1.5,1
407000,2,1,1
472000,3,1.5,1
472000,3,2.5,3
1250000,5,2.75,1
412000,3,1.75,1
717000,3,1,1
425000,3,1,1
299999,4,2,1
254000,3,2,1
178500,3,1,1
800000,3,1.75,1
420000,3,1,1
319900,2,1,1
350000,2,1.5,1
968000,6,2.75,1
491000,3,2,3
948000,3,2.5,2
900000,3,2.5,2
270000,3,1.75,1
198000,3,1.5,1
250000,2,1,1
615000,4,2.5,2
550000,3,2.5,2
190000,2,2.5,2
629000,4,2.25,1
434000,3,1.75,1
415885,3,1,1
550000,3,2.5,1
272000,1,0.75,1
665000,3,2.5,2
510000,3,2,1
530000,3,2,1
355000,3,1,1
255000,4,1,1
790000,4,2.75,2
695000,5,1.75,2
255000,2,2,1
410000,3,2.25,1.5
650000,4,2.75,1
675000,4,1.75,1.5
332888,2,2.5,2
300000,3,1.75,1
320000,4,1.5,1
342500,5,2.25,1
752875,4,2.5,2
1730000,5,3.5,2
255000,1,0.5,1
244000,3,2.5,2
1420000,5,3.25,2
218000,3,1,1
359000,4,1,1.5
840000,4,2.75,2
900000,5,3.75,2
205000,4,1.75,1.5
205000,3,2.5,2
500000,2,1.5,2
510000,4,2.5,2
1135000,6,4.25,2
1545000,4,2.25,2
210000,3,1.5,1
597500,3,1.75,1
400000,2,1,1.5
412000,3,1,1
299950,2,1.5,3
1081000,4,3,1.5
422500,4,2.5,2
410000,3,2,1
1400000,4,3.25,2
245000,3,2,1
720000,4,3,1.5
315000,2,1,1
191950,2,2.5,2
455000,4,2.5,2
523000,3,1.5,1.5
250000,3,2.25,2
294000,3,3,1.5
490000,3,2.25,1
310000,4,1,1
265000,3,1.5,1
402000,4,1.75,1
705000,2,2.5,1
589450,4,2.5,2
219950,3,1.5,1
750000,3,2.25,2
478000,2,1.75,1
170000,3,1,1
489950,4,2.25,1
1370000,2,2.25,1.5
319950,3,2.5,2
208417,2,1,1
410000,4,2,1
590000,4,2.75,1
648000,3,1.75,1
255000,3,2.5,2
465000,4,2.75,2
622000,4,1.75,1
306000,3,1.75,1
617000,3,2.5,2
438750,3,1.75,1
1280000,4,3,2
995000,5,3.25,2
1580000,4,2.5,2
635000,5,2.75,1.5
215000,3,1,1
530000,3,2.5,3
295000,2,1,1
245000,3,2.25,1
400000,6,2.5,1
303000,3,2.75,2
330000,3,1.75,1.5
700000,3,1.75,2
126000,1,1,1
850000,4,1,1.5
405000,3,2,1
869900,6,4.5,2
485000,3,1.75,1
400000,2,2,2
299950,3,2.5,2
585000,4,2.5,2
495000,4,2,2
2200000,5,4.5,2
447000,3,2.25,2
206000,3,1,1
500000,3,1,1
302500,4,2.5,2
1250000,4,4.25,2
391000,2,1,1
250000,3,2,2
435000,4,2.5,2
160000,4,2.25,1
451000,5,3,1
206000,2,1,1
590000,4,2.75,2
695000,3,2.5,2
350000,3,1.5,1
1236300,5,3.5,2
395000,6,2.25,1
419000,5,3,2
592350,2,2,1
855000,5,3.25,2
771000,4,2.5,2
325000,3,2.25,1
1850000,5,3.25,2
545000,4,1.75,1
615000,3,1.75,1
625500,2,1,1
232000,3,1.5,1
168000,3,1.5,1
238000,3,1.5,1
260000,3,2.5,2
460000,3,1.75,1
900000,3,2.5,1
289950,3,1,1
265000,3,1.75,1
465000,4,2.25,1
370000,3,1.5,1
240000,2,1.5,1
232000,4,2,1
237502,3,1,1
1280000,4,3.5,2
957000,4,2.25,1
218000,3,1.5,1
205000,3,1.5,1
350000,3,3.25,2
256000,4,2.5,2
275000,3,1,1
372000,4,2.5,2
688888,3,3.25,1.5
170000,2,1,2
530000,5,2.25,1
905000,4,3.25,2
365000,4,2.5,1
312000,4,2.5,1
400000,2,1.75,1
278750,2,2,1
510000,3,2,1
527700,2,2.25,3
740000,4,2.75,1.5
512000,4,2.5,2
362000,5,2.5,2
225000,3,1,1
491500,3,2.25,2
429950,4,1.75,1
375000,3,1,1
199400,2,1,1
364900,4,2.5,2
324950,3,1.5,1
467000,5,2,1
380000,3,1,1
250000,3,2.25,1
700000,4,1,1.5
206990,3,1,1
670000,3,1.75,1
315000,2,1,1
319950,3,2.5,2
419000,3,1.5,1
205000,3,2,1
335000,4,2.5,2
397000,3,1.75,1
370000,2,1,1
330000,4,2.25,1
1785000,4,3.5,1
399000,3,2,1
400000,4,1.75,2
249900,3,2,1
717000,3,1.5,1
319000,4,2.5,2
635000,4,3,2
355000,3,1,1
1600000,5,3.25,2
585000,4,1.75,1
320000,3,2,1
305495,3,1.75,2
240000,4,2,1
199950,5,2.5,1
1620000,4,3.25,2
770000,3,3.5,2
255000,4,2.25,2
289000,4,2.25,1
494500,4,3,2
746000,3,2.25,1
385000,4,3,2
688100,4,2.5,2
870300,4,2.5,1.5
310000,3,1,1.5
500000,3,2.5,2
255000,3,2.25,1
1475000,3,2.75,1
154500,3,1,1
425000,3,2.25,1
700000,4,2.5,2
410500,2,1,1
432000,3,2,1
530000,3,1.5,1.5
465000,3,2,1
498688,3,2.5,2
573500,3,1,1
349900,4,2.75,2
220000,3,1,1
260000,2,1,1
290000,2,1,1
615000,4,1.5,1.5
730000,4,3.5,2
1950000,4,3.25,2
332500,3,2.25,2
650000,5,3.5,2
1400000,4,2.5,3
465000,4,1.75,1.5
690000,4,3.25,2
289900,3,1.75,1
1620000,3,3.5,2
339950,3,2.5,2
367999,4,2.75,1.5
380000,4,2.5,2
440000,3,1.75,1
975000,5,4,2
309500,3,1.5,1
350000,3,1,1
215000,2,2,2
254000,2,1,1
567000,3,1.75,1.5
402000,2,1,2
365000,4,1,1
625000,4,2.5,2
432000,4,1.75,1.5
335500,5,3,1
672500,2,1.75,1
336000,4,1,1.5
294400,4,2.5,2
541900,3,2.5,2
505000,3,1.75,1
255000,3,2.5,2
435000,6,2.5,1
636000,2,1.75,1.5
655000,4,3.5,2
280500,3,1.5,1
520000,2,1,1
354000,4,2.5,2
810000,5,2.75,1
400000,4,2.5,1.5
879900,4,2.75,1
1288000,5,4,2
902500,3,3.5,2
900000,3,1.75,1.5
419500,4,2.5,2
685000,4,2,1
429950,4,2.5,2
464950,4,2.5,2
239900,2,1,1
406250,4,3.25,2
447000,4,2.5,2
466800,3,2.5,2
674000,4,2.5,1
525000,1,1,1
674950,3,2.75,2
374900,3,2.5,2
1443920,4,3,2.5
559500,3,2.25,2
522500,3,2.5,2
1130000,5,2.5,2
498500,5,2.75,2
571000,4,1,1.5
543000,2,2,1.5
271920,3,2,1
104950,2,1,1
485500,4,2.5,2
1210000,4,2.75,2
260250,3,1.75,1
875909,4,2.5,2
